id,fen,engine,move,score,wins,draws,losses,depth,seldepth,nodes,time,hashfull
626,brnkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBRN w KQkq - 0 1,Stockfish 17.1,b2b3,38,100,893,7,11,19,100760,0.018,6
627,brnkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQRNB w KQkq - 0 1,Stockfish 17.1,g2g4,34,86,905,9,11,17,100953,0.02,6
628,rbbnkqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQRN w KQkq - 0 1,Stockfish 17.1,c2c3,39,102,891,7,11,14,100097,0.017,6
629,rnbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQRN w KQkq - 0 1,Stockfish 17.1,d2d4,23,60,927,13,10,19,100970,0.019,6
630,rnbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBRN w KQkq - 0 1,Stockfish 17.1,d2d4,63,209,788,3,12,19,100106,0.018,5
631,rnbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQRNB w KQkq - 0 1,Stockfish 17.1,g2g4,10,39,941,20,13,22,101434,0.015,6
632,rbnkbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQRN w KQkq - 0 1,Stockfish 17.1,f2f4,51,148,847,5,10,18,100464,0.019,4
633,rnkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQRN w KQkq - 0 1,Stockfish 17.1,g2g4,34,87,904,9,12,19,100477,0.016,7
634,rnkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBRN w KQkq - 0 1,Stockfish 17.1,d2d4,78,311,687,2,11,14,100206,0.017,4
635,rnkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBRNB w KQkq - 0 1,Stockfish 17.1,g2g4,32,81,910,9,12,16,101205,0.017,5
636,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w KQkq - 0 1,Stockfish 17.1,f2f4,35,91,901,8,10,21,101848,0.017,6
637,rnkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBQRBN w KQkq - 0 1,Stockfish 17.1,e2e4,60,193,804,3,10,21,100470,0.017,5
638,rnkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKQRBBN w KQkq - 0 1,Stockfish 17.1,d2d4,23,60,927,13,11,15,100385,0.018,5
639,rnkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQRNBB w KQkq - 0 1,Stockfish 17.1,e2e4,55,170,826,4,11,19,100506,0.017,6
640,bbrnkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRQN w KQkq - 0 1,Stockfish 17.1,b2b3,71,263,735,2,12,18,100485,0.015,7
641,brnbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRQN w KQkq - 0 1,Stockfish 17.1,f2f4,36,93,899,8,11,19,100438,0.018,8
642,brnkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBQN w KQkq - 0 1,Stockfish 17.1,e2e4,29,73,917,10,12,16,100561,0.017,9
643,brnkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRQNB w KQkq - 0 1,Stockfish 17.1,f2f4,43,118,876,6,9,18,101087,0.018,7
644,rbbnkrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRQN w KQkq - 0 1,Stockfish 17.1,g2g4,23,61,927,12,11,16,100906,0.016,8
645,rnbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRQN w KQkq - 0 1,Stockfish 17.1,e2e4,53,159,837,4,11,16,101143,0.018,11
646,rnbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBQN w KQkq - 0 1,Stockfish 17.1,d2d4,72,269,729,2,12,16,100251,0.017,6
647,rnbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRQNB w KQkq - 0 1,Stockfish 17.1,g2g3,19,53,933,14,12,22,100568,0.016,7
648,rbnkbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRQN w KQkq - 0 1,Stockfish 17.1,a2a4,31,80,911,9,11,17,100066,0.018,8
649,rnkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRQN w KQkq - 0 1,Stockfish 17.1,g2g4,21,57,930,13,11,22,100196,0.016,11
650,rnkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBQN w KQkq - 0 1,Stockfish 17.1,d2d4,50,146,849,5,10,19,100528,0.016,8
651,rnkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBQNB w KQkq - 0 1,Stockfish 17.1,g2g4,40,107,886,7,10,16,100510,0.018,10
652,rbnkrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKRQBN w KQkq - 0 1,Stockfish 17.1,f2f4,15,47,937,16,11,17,100562,0.017,8
653,rnkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBRQBN w KQkq - 0 1,Stockfish 17.1,f2f4,25,64,924,12,13,19,100162,0.017,8
654,rnkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKRQBBN w KQkq - 0 1,Stockfish 17.1,d2d4,37,96,896,8,13,22,102157,0.016,7
655,rnkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRQNBB w KQkq - 0 1,Stockfish 17.1,e2e4,24,64,924,12,11,20,100284,0.017,5
656,bbrnkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRNQ w KQkq - 0 1,Stockfish 17.1,b2b4,22,59,928,13,12,20,100391,0.018,6
657,brnbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRNQ w KQkq - 0 1,Stockfish 17.1,e2e3,17,49,935,16,11,14,100837,0.021,9
658,brnkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBNQ w KQkq - 0 1,Stockfish 17.1,f2f4,40,107,886,7,10,15,100672,0.018,7
659,brnkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRNQB w KQkq - 0 1,Stockfish 17.1,f2f4,29,74,916,10,10,21,100441,0.018,6
660,rbbnkrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRNQ w KQkq - 0 1,Stockfish 17.1,e2e4,57,176,820,4,12,24,100848,0.016,6
661,rnbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRNQ w KQkq - 0 1,Stockfish 17.1,c2c4,58,186,810,4,11,13,100522,0.019,7
662,rnbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBNQ w KQkq - 0 1,Stockfish 17.1,d2d4,29,73,917,10,11,19,101287,0.017,5
663,rnbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRNQB w KQkq - 0 1,Stockfish 17.1,f2f4,13,43,939,18,10,16,100708,0.018,6
664,rbnkbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRNQ w KQkq - 0 1,Stockfish 17.1,f2f4,33,84,907,9,9,13,101229,0.018,5
665,rnkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRNQ w KQkq - 0 1,Stockfish 17.1,e2e4,18,52,933,15,12,19,100221,0.017,7
666,rnkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBNQ w KQkq - 0 1,Stockfish 17.1,e2e4,29,74,916,10,11,17,100237,0.019,4
667,rnkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBNQB w KQkq - 0 1,Stockfish 17.1,f2f4,39,104,889,7,11,19,100728,0.017,5
668,rbnkrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKRNBQ w KQkq - 0 1,Stockfish 17.1,c1d3,16,48,936,16,9,18,100082,0.016,7
669,rnkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBRNBQ w KQkq - 0 1,Stockfish 17.1,f2f4,30,77,913,10,11,15,101183,0.019,5
670,rnkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKRNBBQ w KQkq - 0 1,Stockfish 17.1,e2e4,31,80,911,9,11,21,100230,0.018,6
671,rnkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRNQBB w KQkq - 0 1,Stockfish 17.1,g2g4,15,46,937,17,12,21,100920,0.018,7
672,bbqrknnr/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNNR w KQkq - 0 1,Stockfish 17.1,b2b3,59,190,807,3,12,19,100135,0.017,7
673,bqrbknnr/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNNR w KQkq - 0 1,Stockfish 17.1,b2b4,19,53,933,14,12,22,101111,0.017,8
674,bqrknbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBNR w KQkq - 0 1,Stockfish 17.1,b2b4,36,93,899,8,10,15,100430,0.018,9
675,bqrknnrb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNNRB w KQkq - 0 1,Stockfish 17.1,b2b4,25,66,923,11,12,20,100519,0.018,7
676,qbbrknnr/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNNR w KQkq - 0 1,Stockfish 17.1,c2c4,29,74,916,10,12,19,100101,0.018,9
677,qrbbknnr/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNNR w KQkq - 0 1,Stockfish 17.1,b2b4,42,112,882,6,11,20,100129,0.02,11
678,qrbknbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBNR w KQkq - 0 1,Stockfish 17.1,b2b4,32,82,909,9,10,16,101498,0.02,6
679,qrbknnrb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNNRB w KQkq - 0 1,Stockfish 17.1,g2g4,28,72,918,10,11,18,101870,0.018,8
680,qbrkbnnr/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNNR w KQkq - 0 1,Stockfish 17.1,g1f3,40,107,886,7,10,13,100830,0.018,8
681,qrkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNNR w KQkq - 0 1,Stockfish 17.1,b2b4,57,177,819,4,12,14,100122,0.019,11
682,qrknbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBNR w KQkq - 0 1,Stockfish 17.1,b2b4,41,109,884,7,11,15,100607,0.018,8
683,qrknbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBNRB w KQkq - 0 1,Stockfish 17.1,b2b4,73,275,723,2,10,19,100305,0.018,10
684,qbrknnbr/pppppppp/8/8/8/8/PPPPPPPP/QBRKNNBR w KQkq - 0 1,Stockfish 17.1,f2f3,41,109,884,7,10,17,100605,0.018,8
685,qrkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/QRKBNNBR w KQkq - 0 1,Stockfish 17.1,b2b4,41,108,885,7,11,19,100370,0.02,8
686,qrknnbbr/pppppppp/8/8/8/8/PPPPPPPP/QRKNNBBR w KQkq - 0 1,Stockfish 17.1,b2b3,20,54,932,14,11,16,100344,0.015,8
687,qrknnrbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNNRBB w KQkq - 0 1,Stockfish 17.1,b2b4,55,168,828,4,11,21,100588,0.019,5
688,bbrqknnr/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNNR w KQkq - 0 1,Stockfish 17.1,b2b4,24,62,926,12,10,21,100407,0.017,7
689,brqbknnr/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNNR w KQkq - 0 1,Stockfish 17.1,b2b4,16,47,937,16,10,17,100258,0.019,9
690,brqknbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBNR w KQkq - 0 1,Stockfish 17.1,b2b4,34,86,905,9,11,20,100877,0.017,7
691,brqknnrb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNNRB w KQkq - 0 1,Stockfish 17.1,b2b4,36,93,899,8,12,21,100146,0.018,6
692,rbbqknnr/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNNR w KQkq - 0 1,Stockfish 17.1,e2e4,15,47,937,16,12,24,100291,0.018,6
693,rqbbknnr/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNNR w KQkq - 0 1,Stockfish 17.1,e2e4,36,93,899,8,13,17,100361,0.016,7
694,rqbknbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBNR w KQkq - 0 1,Stockfish 17.1,e2e4,52,155,841,4,12,14,100505,0.019,6
695,rqbknnrb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNNRB w KQkq - 0 1,Stockfish 17.1,c2c3,25,65,923,12,13,16,100722,0.017,6
696,rbqkbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNNR w KQkq - 0 1,Stockfish 17.1,d2d4,51,148,847,5,11,20,100235,0.018,5
697,rqkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNNR w KQkq - 0 1,Stockfish 17.1,e2e4,34,86,905,9,11,16,100630,0.018,7
698,rqknbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBNR w KQkq - 0 1,Stockfish 17.1,d2d4,42,114,880,6,13,14,100621,0.017,4
699,rqknbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBNRB w KQkq - 0 1,Stockfish 17.1,d2d4,52,153,842,5,10,16,100373,0.018,5
700,rbqknnbr/pppppppp/8/8/8/8/PPPPPPPP/RBQKNNBR w KQkq - 0 1,Stockfish 17.1,d2d4,11,41,940,19,11,17,100352,0.017,7
701,rqkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RQKBNNBR w KQkq - 0 1,Stockfish 17.1,e2e4,19,53,933,14,11,17,100188,0.014,5
702,rqknnbbr/pppppppp/8/8/8/8/PPPPPPPP/RQKNNBBR w KQkq - 0 1,Stockfish 17.1,e2e4,34,87,904,9,12,23,101044,0.013,6
703,rqknnrbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNNRBB w KQkq - 0 1,Stockfish 17.1,c2c3,7,36,942,22,11,20,100385,0.017,7
704,bbrkqnnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNNR w KQkq - 0 1,Stockfish 17.1,b2b3,48,136,859,5,10,15,100216,0.017,7
705,brkbqnnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNNR w KQkq - 0 1,Stockfish 17.1,b2b4,34,88,904,8,10,21,100101,0.018,9
706,brkqnbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBNR w KQkq - 0 1,Stockfish 17.1,b2b4,42,114,880,6,11,18,100815,0.019,9
707,brkqnnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNNRB w KQkq - 0 1,Stockfish 17.1,e2e4,31,80,911,9,11,19,100292,0.019,7
708,rbbkqnnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNNR w KQkq - 0 1,Stockfish 17.1,d2d4,43,118,876,6,12,20,100894,0.018,9
709,rkbbqnnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNNR w KQkq - 0 1,Stockfish 17.1,f2f4,26,68,921,11,11,25,100176,0.017,11
710,rkbqnbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBNR w KQkq - 0 1,Stockfish 17.1,e2e4,39,103,890,7,11,18,100351,0.019,8
711,rkbqnnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNNRB w KQkq - 0 1,Stockfish 17.1,a2a4,26,68,921,11,12,14,100885,0.016,8
712,rbkqbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNNR w KQkq - 0 1,Stockfish 17.1,e2e4,41,111,882,7,12,16,101048,0.018,9
713,rkqbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNNR w KQkq - 0 1,Stockfish 17.1,e2e4,38,99,894,7,11,22,101398,0.018,11
714,rkqnbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBNR w KQkq - 0 1,Stockfish 17.1,e2e4,35,89,903,8,11,17,100474,0.018,8
715,rkqnbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBNRB w KQkq - 0 1,Stockfish 17.1,a2a4,22,59,928,13,12,18,100110,0.018,10
716,rbkqnnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKQNNBR w KQkq - 0 1,Stockfish 17.1,d2d4,28,71,918,11,12,17,100778,0.014,8
717,rkqbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RKQBNNBR w KQkq - 0 1,Stockfish 17.1,d2d4,37,95,897,8,12,18,100888,0.016,8
718,rkqnnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKQNNBBR w KQkq - 0 1,Stockfish 17.1,d2d4,38,98,895,7,11,19,100079,0.018,8
719,rkqnnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNNRBB w KQkq - 0 1,Stockfish 17.1,f2f4,17,50,935,15,12,13,100513,0.016,6
720,bbrknqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQNR w KQkq - 0 1,Stockfish 17.1,c2c4,13,44,939,17,11,18,100531,0.016,7
721,brkbnqnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQNR w KQkq - 0 1,Stockfish 17.1,e2e4,25,64,924,12,11,20,101021,0.018,10
722,brknqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBNR w KQkq - 0 1,Stockfish 17.1,e2e4,32,82,909,9,12,25,100630,0.017,8
723,brknqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQNRB w KQkq - 0 1,Stockfish 17.1,e2e4,42,114,880,6,10,22,100410,0.016,6
724,rbbknqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQNR w KQkq - 0 1,Stockfish 17.1,e2e4,47,133,862,5,11,21,100250,0.018,6
725,rkbbnqnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQNR w KQkq - 0 1,Stockfish 17.1,e2e4,48,138,857,5,11,24,100935,0.017,8
726,rkbnqbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBNR w KQkq - 0 1,Stockfish 17.1,d2d4,24,64,924,12,11,17,100083,0.019,6
727,rkbnqnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQNRB w KQkq - 0 1,Stockfish 17.1,a2a4,21,58,929,13,12,17,100394,0.018,7
728,rbknbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQNR w KQkq - 0 1,Stockfish 17.1,e2e4,49,142,853,5,13,16,100217,0.016,5
729,rknbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQNR w KQkq - 0 1,Stockfish 17.1,e2e4,53,159,837,4,11,19,100400,0.017,7
730,rknqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBNR w KQkq - 0 1,Stockfish 17.1,a2a4,18,51,934,15,11,15,100229,0.018,4
731,rknqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBNRB w KQkq - 0 1,Stockfish 17.1,a2a4,33,85,906,9,10,19,100923,0.016,5
732,rbknqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNQNBR w KQkq - 0 1,Stockfish 17.1,d2d4,36,95,897,8,12,19,100306,0.017,7
733,rknbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBQNBR w KQkq - 0 1,Stockfish 17.1,a2a4,39,104,889,7,12,18,100396,0.017,5
734,rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w KQkq - 0 1,Stockfish 17.1,a2a4,47,130,865,5,13,19,100720,0.018,7
735,rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w KQkq - 0 1,Stockfish 17.1,a2a4,51,150,845,5,11,19,101012,0.016,7
736,bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w KQkq - 0 1,Stockfish 17.1,d2d4,39,101,892,7,12,20,100790,0.017,8
737,brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w KQkq - 0 1,Stockfish 17.1,f2f3,19,53,933,14,11,20,100582,0.018,9
738,brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w KQkq - 0 1,Stockfish 17.1,f2f3,28,72,918,10,10,19,100556,0.02,10
739,brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w KQkq - 0 1,Stockfish 17.1,g2g4,14,45,938,17,11,20,100329,0.02,7
740,rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w KQkq - 0 1,Stockfish 17.1,d2d4,26,68,921,11,11,20,100375,0.015,9
